# id:1-1--1-0 
0.87,-0.03,1
0.97,-0.87,1
-0.85,0.37,1
-0.1,-0.5,1
0.46,0.54,-1
-0.06,-0.96,1
-0.64,0.77,-1
0.98,-0.95,1
-0.75,0.33,1
0.95,-0.46,1
-0.36,-0.25,1
0.19,0.01,1
0.72,-0.67,1
0.39,0.97,-1
0.24,-0.02,1
-0.53,0.85,-1
-0.06,0.57,-1
-0.83,0.42,1
0.05,0.88,-1
0.28,-0.72,1
0.38,-0.2,1
0.8,0.8,-1
0.14,-0.49,1
0.28,0.77,-1
0.27,-0.97,1
0.16,-0.18,1
-0.95,0.92,-1
0.17,0.13,-1
0.49,-0.44,1
0.6,0.77,-1
-0.21,0.73,-1
-0.9,-0.49,1
-0.04,-0.17,1
0.98,0.47,1
0.62,-0.87,1
-0.42,-0.94,1
0.35,-0.16,1
0.71,0.23,1
0.48,0.48,-1
-0.01,0.06,-1
-0.05,0.05,-1
0.69,0.13,1
-0.28,0.1,-1
-0.38,0.44,-1
0.67,-0.87,1
-0.97,-1,1
-0.56,0.5,-1
-0.68,-0.07,1
-0.81,0.72,1
0.06,-0.49,1
0.81,-0.33,1
0.07,-0.36,1
-0.88,-0.1,1
0.42,0,1
-0.13,0.82,-1
0.8,-0.15,1
0.06,-0.9,1
0.05,0.39,-1
-0.95,0.79,1
-0.91,-0.49,1
0.03,-0.99,1
-0.08,-0.73,1
0.92,-0.74,1
-0.82,0.15,1
0.95,0.69,1
-0.48,-0.64,1
-0.95,-0.2,1
-0.28,-0.18,1
0.46,-0.66,1
-0.33,0.2,1
-0.91,-0.85,1
-0.42,0.69,-1
0.72,-0.42,1
-0.98,0.16,1
-0.69,-0.37,1
0.49,0.7,-1
-0.64,0.44,1
0.13,0.09,-1
0.23,-0.98,1
-0.34,-0.19,1
0.7,0.62,-1
-0.13,0.18,-1
0.3,-0.79,1
0.98,0.06,1
0.14,-0.52,1
0.14,-0.02,-1
-0.65,0.56,-1
0.45,-0.6,1
-0.81,0.63,1
0.91,0.27,1
-0.81,-0.51,1
-0.12,-0.35,1
0.7,0.52,-1
-0.87,-0.69,1
-0.91,0.87,-1
0.4,-0.86,1
0.35,0.25,-1
0.03,0.75,-1
-0.4,-0.44,1
0.35,0.54,-1
-0.73,0.98,-1
0.21,0.94,-1
0.93,-0.3,1
-0.21,0.79,-1
-0.59,-0.94,1
0.4,0.15,1
0.62,-0.24,1
-0.5,0.58,-1
0.43,-0.99,1
0.38,0,1
0.46,0.63,-1
0.3,0.91,-1
-0.26,0.21,-1
-0.89,0.08,1
0.56,-0.03,1
-0.6,-0.94,1
0.96,-0.27,1
0.96,-0.89,1
-0.86,0.54,1
-0.62,0.96,-1
-0.83,0.27,1
0.11,-0.45,1
-0.52,0.55,-1
0.21,-0.41,1
-0.74,-0.37,1
0.28,-0.08,1
0.74,-0.93,1
0.34,-0.21,1
0.28,0.77,-1
-0.56,0.12,1
0.05,-0.33,1
-0.39,-0.13,1
-0.26,-0.04,1
0.03,-0.67,1
0.81,-0.91,1
-0.23,0.73,-1
-0.41,0.63,-1
-0.73,0.43,1
-0.01,-0.72,1
0.94,0.28,1
-0.63,-0.31,1
0.85,0.02,1
0.91,0.15,1
0.91,0.74,1
-0.83,0.02,1
-0.4,-0.12,1
-0.77,0.92,-1
0.07,0.02,-1
1,0.72,1
0.11,0.15,-1
0.12,0.39,-1
0.29,-0.32,1
0.08,0.88,-1
-0.94,0.66,1
-0.99,0.55,1
-0.38,0.81,-1
0.99,-0.5,1
-0.74,0.3,1
0.87,0.41,1
-0.35,0.49,-1
-0.8,-0.22,1
0.87,-0.15,1
-0.11,-0.39,1
0.56,-0.56,1
0.76,-0.7,1
-0.7,-0.96,1
-0.87,0.96,-1
-0.32,0.41,-1
1,0.27,1
0.54,0.27,1
-0.29,0.88,-1
0.21,-0.23,1
0.25,0.28,-1
-0.93,0.77,1
-0.48,0.18,-1
0.94,-0.67,1
0.89,-0.65,1
-0.12,-0.81,1
0.1,0.72,-1
-0.47,-0.84,1
-0.55,0.3,-1
-0.36,0.18,-1
0.61,0.22,1
-0.15,0.51,-1
0.26,0.41,-1
0.24,-0.54,1
0.71,0.11,1
-0.16,0.45,-1
0.95,0.21,1
0.1,-0.68,1
-0.64,0.6,-1
-0.43,-0.14,1
-0.33,0.16,-1
0.99,0.86,1
-0.79,0.35,1
-0.14,-0.19,1
0.97,0.58,1
-0.71,0.27,1
-0.31,-0.25,1
-0.94,0.99,-1
-0.93,0.03,1
-0.72,-0.66,1
-0.53,0.96,-1
-0.88,-0.9,1
0.4,0.57,-1
-0.24,0.81,-1
-1,0.18,1
0.84,0.34,1
0.21,0.76,-1
0.85,-0.2,1
0.84,-0.17,1
0.37,-0.81,1
0.05,0.78,-1
-0.67,0.66,-1
0.11,-0.02,-1
0.34,0.99,-1
-0.83,-0.07,1
-0.32,-0.3,1
0.94,0.38,1
-0.16,-0.7,1
-0.32,0.14,-1
0.28,-0.72,1
-0.54,0.4,-1
-0.98,-0.49,1
0.83,-0.58,1
-0.98,0.71,1
0.41,-0.2,1
-0.58,0.23,1
-0.45,0.89,-1
-0.16,0.38,-1
0.5,-0.17,1
0.34,-0.96,1
-0.38,-0.21,1
-0.97,-0.33,1
-0.06,0.42,-1
-0.9,0.92,-1
0.01,0.3,-1
0.47,0.57,-1
0.52,-0.73,1
0.93,-0.28,1
0.72,0.93,-1
0.85,-0.12,1
0.04,0.01,-1
0.16,-0.21,1
0.46,0.15,-1
-0.15,0.56,-1
0.12,-0.76,1
-0.03,0.64,-1
1,-0.06,1
-0.18,0.41,-1
-0.84,0.53,1
0.23,0.7,-1
-0.36,-0.69,1
0.8,-0.14,1
0.85,0.56,1
0.37,0.89,-1
-0.58,0.13,1
0.35,0.07,1
0.53,0.29,1
0.56,-0.82,1
0.08,-0.15,1
0.1,-0.45,1
0.76,-0.06,1
0.36,0.56,-1
-0.24,0.14,1
-0.74,-0.15,1
0.3,-0.72,1
0.17,0.4,-1
0.81,0.81,-1
-0.53,0.65,-1
-0.32,0.92,-1
0.37,0.44,-1
0.27,0.41,-1
0.2,0.11,-1
0.66,-0.43,1
-0.33,-0.62,1
0.54,-0.27,1
-0.4,-0.02,1
0.97,-0.2,1
-0.33,-0.17,1
-0.69,0.18,1
0.72,-0.68,1
-0.75,-0.64,1
0.79,-0.26,1
0.37,0.93,-1
-0.27,-0.26,1
-0.49,0.28,1
0.98,-0.4,1
0.23,0.09,-1
-0.13,-0.8,1
-0.83,0.86,-1
0.21,-0.2,1
-0.97,-0.6,1
-0.6,-0.66,1
-0.6,-0.8,1
0.4,0.9,-1
0.99,-0.7,1
0.12,-0.18,1
0.11,-0.1,1
0.43,0.37,-1
0.38,-0.18,1
0.97,0,1
0.19,-0.89,1
-0.56,0.28,1
0.62,0.27,1
-0.19,-0.78,1
0.58,-0.03,1
-0.31,-0.87,1
-0.43,0.84,-1
-0.06,-0.15,1
0.48,0.89,-1
-0.09,0.89,-1
0.31,-0.39,1
-0.14,-0.77,1
-0.82,-0.35,1
0.12,0.21,-1
0.29,0.17,1
-0.72,0.53,1
-0.63,-0.39,1
0.84,-0.73,1
-0.54,0.32,1
-0.35,-0.63,1
0.14,-0.56,1
0.46,-0.44,1
-0.97,-0.26,1
-0.67,-0.55,1
0.95,-0.3,1
-0.69,-0.04,1
-0.84,-0.37,1
-0.05,-0.82,1
-0.37,0.58,-1
0.01,-0.27,1
-0.08,-0.96,1
0.1,-0.08,1
0.17,-0.23,1
0.67,-0.47,1
0.69,0.33,1
-0.79,-0.8,1
0.22,-0.67,1
0.45,0.19,-1
-0.42,0.39,-1
-0.67,-0.19,1
0.16,0.18,-1
-0.75,-0.04,1
0.99,-0.37,1
-0.39,-0.59,1
-0.67,-0.46,1
0.11,0.79,-1
0.76,1,-1
0.89,-1,1
0.97,0.8,1
0.06,-0.65,1
0.51,-0.47,1
1,0.51,1
-0.95,-0.12,1
-0.2,-0.21,1
-0.16,-0.48,1
-0.44,0.14,1
-0.9,-0.98,1
-0.39,-0.42,1
0.69,-0.02,1
